No,Penggunaan Lahan,Kerapatan Sungai,Jenis Tanah,Jarak dari Sungai,Curah Hujan,Kemiringan Lereng,Kelas Banjir,Kapanewon/Kemantren
52,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
53,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
54,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
55,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
56,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
57,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
58,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
59,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
60,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
61,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
62,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
63,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
64,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Rendah,Girimulyo
65,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Rendah,Girimulyo
66,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Rendah,Girimulyo
67,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Rendah,Girimulyo
68,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Rendah,Girimulyo
69,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Rendah,Girimulyo
70,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Rendah,Girimulyo
71,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
72,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
73,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
74,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
75,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
76,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
77,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
78,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
79,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
80,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
81,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
82,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
83,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
84,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
85,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
86,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
87,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
88,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Rendah,Girimulyo
89,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Rendah,Girimulyo
90,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Rendah,Girimulyo
91,Hutan Lahan Kering,">3,10 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Rendah,Girimulyo
92,Hutan Lahan Kering,">3,10 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Rendah,Girimulyo
93,Hutan Lahan Kering,">3,10 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Rendah,Girimulyo
94,Hutan Lahan Kering,">3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
95,Hutan Lahan Kering,">3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
96,Hutan Lahan Kering,">3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
97,Hutan Lahan Kering,">3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
98,Hutan Lahan Kering,">3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
99,Hutan Lahan Kering,">3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
100,Hutan Lahan Kering,">3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
101,Hutan Lahan Kering,">3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
102,Hutan Lahan Kering,">3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
103,Hutan Lahan Kering,">3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
104,Hutan Lahan Kering,">3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
105,Hutan Lahan Kering,">3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
106,Hutan Lahan Kering,">3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
107,Hutan Lahan Kering,">3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
108,Hutan Lahan Kering,">3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
109,Hutan Lahan Kering,">3,10 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
110,Hutan Lahan Kering,">3,10 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Rendah,Girimulyo
111,Hutan Lahan Kering,">3,10 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Rendah,Girimulyo
112,Hutan Lahan Kering,">3,10 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Rendah,Girimulyo
113,Hutan Lahan Kering,">3,10 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Rendah,Girimulyo
114,Tananman Campuran,">3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Rendah,Girimulyo
115,Permukiman,"0,62 - 1.44 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
116,Permukiman,"0,62 - 1.44 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
117,Permukiman,"0,62 - 1.44 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
118,Permukiman,"0,62 - 1.44 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
119,Permukiman,"0,62 - 1.44 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
120,Permukiman,"0,62 - 1.44 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Girimulyo
121,Permukiman,"0,62 - 1.44 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Girimulyo
122,Permukiman,"0,62 - 1.44 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Tinggi,Girimulyo
123,Permukiman,"0,62 - 1.44 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Girimulyo
124,Permukiman,"0,62 - 1.44 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Girimulyo
125,Permukiman,"0,62 - 1.44 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Girimulyo
126,Permukiman,"0,62 - 1.44 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Tinggi,Girimulyo
127,Permukiman,"0,62 - 1.44 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Girimulyo
128,Permukiman,"0,62 - 1.44 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Girimulyo
129,Permukiman,"0,62 - 1.44 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
130,Permukiman,"0,62 - 1.44 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
131,Permukiman,"0,62 - 1.44 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
132,Permukiman,"0,62 - 1.44 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
133,Permukiman,"0,62 - 1.44 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
134,Permukiman,"0,62 - 1.44 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
135,Permukiman,"0,62 - 1.44 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
136,Permukiman,"0,62 - 1.44 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
137,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
138,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
139,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
140,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
141,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
142,Permukiman,"1,44 - 2,27 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
143,Permukiman,"1,44 - 2,27 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
144,Permukiman,"1,44 - 2,27 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
145,Permukiman,"1,44 - 2,27 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
146,Permukiman,"1,44 - 2,27 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
147,Permukiman,"1,44 - 2,27 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Girimulyo
148,Permukiman,"1,44 - 2,27 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Girimulyo
149,Permukiman,"1,44 - 2,27 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Tinggi,Girimulyo
150,Permukiman,"1,44 - 2,27 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Tinggi,Girimulyo
151,Permukiman,"1,44 - 2,27 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Girimulyo
152,Permukiman,"1,44 - 2,27 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Girimulyo
153,Permukiman,"1,44 - 2,27 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Tinggi,Girimulyo
154,Permukiman,"1,44 - 2,27 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Tinggi,Girimulyo
155,Permukiman,"1,44 - 2,27 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
156,Permukiman,"1,44 - 2,27 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
157,Permukiman,"1,44 - 2,27 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
158,Permukiman,"1,44 - 2,27 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
159,Permukiman,"1,44 - 2,27 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
160,Permukiman,"1,44 - 2,27 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
161,Permukiman,"1,44 - 2,27 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
162,Permukiman,"1,44 - 2,27 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
163,Permukiman,"1,44 - 2,27 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
164,Permukiman,"1,44 - 2,27 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
165,Permukiman,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
166,Permukiman,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
167,Permukiman,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
168,Permukiman,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
169,Permukiman,"2,27 - 3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Girimulyo
170,Permukiman,"2,27 - 3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Girimulyo
171,Permukiman,"2,27 - 3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Girimulyo
172,Permukiman,"2,27 - 3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Tinggi,Girimulyo
173,Permukiman,"2,27 - 3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Tinggi,Girimulyo
174,Permukiman,"2,27 - 3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Girimulyo
175,Permukiman,"2,27 - 3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Girimulyo
176,Permukiman,"2,27 - 3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Girimulyo
177,Permukiman,"2,27 - 3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
178,Permukiman,"2,27 - 3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
179,Permukiman,"2,27 - 3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
180,Permukiman,"2,27 - 3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
181,Permukiman,"2,27 - 3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
182,Permukiman,"2,27 - 3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
183,Permukiman,"2,27 - 3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
184,Permukiman,"2,27 - 3,10 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
185,Permukiman,"2,27 - 3,10 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
186,Permukiman,">3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
187,Permukiman,">3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
188,Permukiman,">3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
189,Permukiman,">3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
190,Padang Rumput,">3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Rendah,Girimulyo
191,Padang Rumput,">3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Girimulyo
192,Padang Rumput,">3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Girimulyo
193,Padang Rumput,">3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Girimulyo
194,Padang Rumput,">3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
195,Padang Rumput,">3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
196,Padang Rumput,">3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
197,Padang Rumput,">3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
198,Padang Rumput,">3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
199,Padang Rumput,">3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
200,Padang Rumput,">3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
201,Padang Rumput,">3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
202,Padang Rumput,">3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
203,Padang Rumput,">3,10 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
204,Padang Rumput,">3,10 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
205,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
206,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
207,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
208,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
209,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
210,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
211,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
212,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Rendah,Girimulyo
213,Hutan Lahan Kering,">3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
