No,Penggunaan Lahan,Kerapatan Sungai,Jenis Tanah,Jarak dari Sungai,Curah Hujan,Kemiringa Lereng,Kelas Banjir,Kapanewon/Kemantren
635,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Gleisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Cangkringan
636,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Gleisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Cangkringan
637,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Gleisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Dlingo
638,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Gleisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Dlingo
639,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Gleisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Dlingo
640,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Gleisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Dlingo
641,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Gleisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Dlingo
642,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Gleisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Cangkringan
643,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Gleisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Cangkringan
644,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Gleisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Cangkringan
645,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Gleisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Turi
646,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Gleisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Turi
647,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Gleisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Dlingo
648,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Gleisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Dlingo
649,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Gleisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Dlingo
650,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Gleisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Dlingo
651,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Gleisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Dlingo
652,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Rendah,Kokap
653,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Rendah,Kokap
654,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Rendah,Kokap
655,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Kretek
656,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Kretek
657,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Kretek
658,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Kretek
659,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Kretek
660,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Kokap
661,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Kokap
662,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Kokap
663,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Kokap
664,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Kokap
665,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Galur
666,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Galur
667,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Galur
668,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Galur
669,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Kokap
670,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Kokap
671,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Kokap
672,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Kokap
673,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Kokap
674,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Galur
675,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Galur
676,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Galur
677,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Galur
678,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Kokap
679,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Kokap
680,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Kokap
681,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Kokap
682,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Kokap
683,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Galur
684,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Galur
685,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Galur
686,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Lendah
687,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Kokap
688,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Kokap
689,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Kokap
690,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Kokap
691,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Kokap
692,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Galur
693,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Kokap
694,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Lendah
695,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Lendah
696,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Fluvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Purwosari
697,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Rendah,Girimulyo
698,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Rendah,Girimulyo
699,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Rendah,Girimulyo
700,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Rendah,Girimulyo
701,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Rendah,Girimulyo
702,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Girimulyo
703,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
704,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
705,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
706,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
707,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
708,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
709,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
710,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
711,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
712,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kokap
713,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
714,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
715,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
716,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
717,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
718,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kokap
719,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kokap
720,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Kokap
721,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
722,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
723,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
724,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
725,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Rendah,Girimulyo
726,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Karangmojo
727,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Karangmojo
728,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Karangmojo
729,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gedangsari
730,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gedangsari
731,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gedangsari
732,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Karangmojo
733,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Paliyan
734,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gedangsari
735,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gedangsari
736,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gedangsari
737,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Karangmojo
738,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Paliyan
739,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gedangsari
740,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gedangsari
741,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gedangsari
742,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Karangmojo
743,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Gedangsari
744,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Gedangsari
745,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Karangmojo
746,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Vertisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Karangmojo
747,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Tempel
748,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Tempel
749,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Tempel
750,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gedangsari
751,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gedangsari
752,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gedangsari
753,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Gedangsari
754,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Gedangsari
755,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gedangsari
756,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gedangsari
757,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gedangsari
758,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Gedangsari
759,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Gedangsari
760,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Tempel
761,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Gedangsari
762,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Gedangsari
763,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Gedangsari
764,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Gedangsari
765,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Gedangsari
766,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Gedangsari
767,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Gedangsari
768,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Gedangsari
769,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Gedangsari
770,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Luvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Gedangsari
771,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Rendah,Girimulyo
772,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Rendah,Girimulyo
773,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Rendah,Girimulyo
774,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Rendah,Girimulyo
775,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Rendah,Girimulyo
776,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Dlingo
777,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Dlingo
778,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Dlingo
779,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Dlingo
780,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Dlingo
781,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
782,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
783,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
784,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
785,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
786,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Dlingo
787,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Dlingo
